cod_mun,disease,data_projecao,taxa_predita,limite_inferior,limite_superior
3511607,hiv_aids,2035-06-01,0.0,0.0,0.9080617494377424
3511706,hiv_aids,2030-06-01,0.0087974363633605,0.0,2.897660846050004
3511706,hiv_aids,2035-06-01,0.0,0.0,5.5171954415464
3511904,hiv_aids,2030-06-01,0.0,0.0,2.5288190058970126
3511904,hiv_aids,2035-06-01,0.0,0.0,2.4648922842659844
3512001,hiv_aids,2030-06-01,1.3820929355077334,0.0,4.200090827230141
3512001,hiv_aids,2035-06-01,1.5754130489778702,0.0,4.249911185574431
3512100,hiv_aids,2030-06-01,0.0,0.0,2.9159695918844424
3512100,hiv_aids,2035-06-01,0.0,0.0,0.3037791198710933
3512209,hiv_aids,2030-06-01,0.6271216955294371,0.0,2.2504876157527285
3512209,hiv_aids,2035-06-01,0.7208175525885874,0.0,2.286196513775233
3512308,hiv_aids,2030-06-01,0.0,0.0,0.0
3512308,hiv_aids,2035-06-01,0.0,0.0,0.0
3512407,hiv_aids,2030-06-01,0.0,0.0,1.235086024977875
3512407,hiv_aids,2035-06-01,0.0,0.0,0.9374416986182712
3512506,hiv_aids,2030-06-01,0.0,0.0,3.2451866110167367
3512506,hiv_aids,2035-06-01,0.0,0.0,3.458916920308207
3512605,hiv_aids,2030-06-01,0.2938908036464389,0.0,1.8660857992810616
3512605,hiv_aids,2035-06-01,0.3528034852011187,0.0,1.8840113808161183
3512704,hiv_aids,2030-06-01,1.0408894146672714,0.0,6.43029286491288
3512704,hiv_aids,2035-06-01,1.1841256235010225,0.0,6.98908131512773
3512803,hiv_aids,2030-06-01,0.0,0.0,0.0
3512803,hiv_aids,2035-06-01,0.0,0.0,0.0
3512902,hiv_aids,2030-06-01,6.592744384855046,0.9249357996851132,12.08029612043831
3512902,hiv_aids,2035-06-01,8.417761065936727,2.9763263817357286,13.845970446078775
3513009,hiv_aids,2030-06-01,0.073643694715551,0.0,0.924013165489321
3513009,hiv_aids,2035-06-01,0.0,0.0,0.8632438383261841
3513108,hiv_aids,2030-06-01,0.0,0.0,3.2054841592920464
3513108,hiv_aids,2035-06-01,0.0,0.0,3.40827759276508
3513207,hiv_aids,2030-06-01,0.4551648887362013,0.0,3.155177999682988
3513207,hiv_aids,2035-06-01,0.4779414117908566,0.0,3.1785201009442168
3513306,hiv_aids,2030-06-01,0.5195619969299449,0.0,18.232344720882363
3513306,hiv_aids,2035-06-01,0.5942156233470424,0.0,41.45298222030208
3513405,hiv_aids,2030-06-01,0.4693762106184911,0.0,3.3673719368613915
3513405,hiv_aids,2035-06-01,0.6449102195164815,0.0,3.4985506151164256
3513504,hiv_aids,2030-06-01,0.0,0.0,0.5534035213876994
3513504,hiv_aids,2035-06-01,0.0,0.0,0.0
3513603,hiv_aids,2030-06-01,0.0,0.0,0.6518053466082201
3513603,hiv_aids,2035-06-01,0.0,0.0,0.4722141480714054
3513702,hiv_aids,2030-06-01,0.0,0.0,0.8934432823702386
3513702,hiv_aids,2035-06-01,0.0,0.0,0.8054249550076313
3513801,hiv_aids,2030-06-01,0.0,0.0,0.5581995742447767
3513801,hiv_aids,2035-06-01,0.0,0.0,0.0795850504124928
3513850,hiv_aids,2030-06-01,0.0,0.0,6.244709136671546e-09
3513850,hiv_aids,2035-06-01,0.0,0.0,1.5317038618727313e-08
3513900,hiv_aids,2030-06-01,0.176760522133911,0.0,1.55994983536661
3513900,hiv_aids,2035-06-01,0.1848267301356059,0.0,1.7368909759954374
3514007,hiv_aids,2030-06-01,0.0,0.0,3.9342379162500296
3514007,hiv_aids,2035-06-01,0.0,0.0,3.9931914815318352
3514106,hiv_aids,2030-06-01,0.0,0.0,0.8323670993177876
3514106,hiv_aids,2035-06-01,0.0,0.0,0.374455733196481
3514205,hiv_aids,2030-06-01,0.5155806188556328,0.0,6.392399488261445
3514205,hiv_aids,2035-06-01,0.5303861049234273,0.0,6.785596192584052
3514304,hiv_aids,2030-06-01,0.0,0.0,3.749013688545627
3514304,hiv_aids,2035-06-01,0.0,0.0,3.6950478312231385
3514403,hiv_aids,2030-06-01,0.1771075569612844,0.0,1.7172634888966585
3514403,hiv_aids,2035-06-01,0.0,0.0,1.4888453315473062
3514502,hiv_aids,2030-06-01,0.0192410364606966,0.0,3.1384629445461174
3514502,hiv_aids,2035-06-01,0.0248190335643527,0.0,2.9826225773566617
